event_id,sample,weight,xsec,kfac,filteff,sum_weights,mgg,n_lep,n_jets,n_central_jets,n_btags,ht,met,channel,is_ti,bdt_score,category
42,ggH,1.0,1.0,1.0,1.0,1000.0,125.85136323690668,0,8,3,1,23.31193370769846,147.9730908110429,hadronic,True,0.18809621,unassigned
43,ggH,1.0,1.0,1.0,1.0,1000.0,126.79705204321635,0,0,2,2,713.419618895802,76.33601875973906,hadronic,False,0.54560417,ttH_had_BDT1
44,ggH,1.0,1.0,1.0,1.0,1000.0,124.98173372265116,0,8,9,3,471.19455606443563,197.67311687742662,hadronic,False,0.7767769,ttH_had_BDT1
45,ggH,1.0,1.0,1.0,1.0,1000.0,123.8135953445506,0,4,7,1,941.6482701977853,40.138022496822366,hadronic,True,0.5519791,ttH_had_BDT1
46,ggH,1.0,1.0,1.0,1.0,1000.0,123.99060274538944,0,8,7,4,115.42516910545142,57.57950611981953,hadronic,False,0.28975078,ttH_had_BDT1
47,ggH,1.0,1.0,1.0,1.0,1000.0,126.11864156499598,0,2,1,4,719.1385895030332,182.348652880656,hadronic,False,0.75794864,ttH_had_BDT1
48,ggH,1.0,1.0,1.0,1.0,1000.0,123.78378555931756,0,1,4,4,462.56880341331794,1.6329982500980167,hadronic,False,0.07969367,unassigned
49,ggH,1.0,1.0,1.0,1.0,1000.0,124.36934322522829,0,3,2,3,996.8376430201922,104.57732388233258,hadronic,False,0.96197826,ttH_had_BDT1
50,ggH,1.0,1.0,1.0,1.0,1000.0,122.1238253264433,0,5,1,0,626.3967967009804,30.36697699384323,hadronic,True,0.8184243,ttH_had_BDT1
51,ggH,1.0,1.0,1.0,1.0,1000.0,124.28265941087223,0,5,5,1,575.7076732121134,17.94780633373105,hadronic,False,0.6708438,ttH_had_BDT1
52,ggH,1.0,1.0,1.0,1.0,1000.0,124.90600582655668,0,3,6,1,684.313852857974,147.07509552670118,hadronic,True,0.6815363,ttH_had_BDT1
53,ggH,1.0,1.0,1.0,1.0,1000.0,123.646058646068,0,8,0,1,320.61114835647544,106.79844341557146,hadronic,False,0.31247312,ttH_had_BDT1
54,ggH,1.0,1.0,1.0,1.0,1000.0,125.07752589307204,0,2,0,4,499.4982643638095,123.25939523992366,hadronic,True,0.1681805,unassigned
55,ggH,1.0,1.0,1.0,1.0,1000.0,124.23691908728968,0,4,7,1,662.1738392314314,97.78825770044715,hadronic,True,0.6226152,ttH_had_BDT1
56,ggH,1.0,1.0,1.0,1.0,1000.0,125.84080451449296,0,3,7,4,160.96389515770238,23.853321723463218,hadronic,True,0.1983326,unassigned
57,ggH,1.0,1.0,1.0,1.0,1000.0,124.75708305518033,0,0,2,4,215.68411692088185,97.89691395023618,hadronic,False,0.67433757,ttH_had_BDT1
58,ggH,1.0,1.0,1.0,1.0,1000.0,124.5374696166332,0,3,2,1,178.3010082040266,199.90512149866464,hadronic,False,0.19996811,unassigned
59,ggH,1.0,1.0,1.0,1.0,1000.0,125.78353026334997,0,3,6,2,878.6384049045282,144.73460447846477,hadronic,True,0.73014563,ttH_had_BDT1
60,ggH,1.0,1.0,1.0,1.0,1000.0,124.75620737049839,0,7,8,1,268.21121875589773,20.715513013952002,hadronic,False,0.6085564,ttH_had_BDT1
61,ggH,1.0,1.0,1.0,1.0,1000.0,124.0181335302211,0,9,6,3,601.0853566620763,9.08454009038917,hadronic,False,0.8356292,ttH_had_BDT1
62,ggH,1.0,1.0,1.0,1.0,1000.0,126.81991427621948,0,0,8,0,525.6240243406983,111.04655085248265,hadronic,False,0.43204162,ttH_had_BDT1
63,ggH,1.0,1.0,1.0,1.0,1000.0,125.57240891985323,0,9,0,2,33.23041331545229,40.36391315780021,hadronic,False,0.8315953,ttH_had_BDT1
64,ggH,1.0,1.0,1.0,1.0,1000.0,125.05537983568527,0,6,9,2,370.19225502442043,190.8062795838016,hadronic,True,0.8574927,ttH_had_BDT1
65,ggH,1.0,1.0,1.0,1.0,1000.0,126.39559899881144,0,2,0,3,515.3274701857749,84.17963638254047,hadronic,True,0.6123642,ttH_had_BDT1
66,ggH,1.0,1.0,1.0,1.0,1000.0,125.76852870943507,0,4,6,0,179.1280729674819,18.80658756111766,hadronic,False,0.6871644,ttH_had_BDT1
67,ggH,1.0,1.0,1.0,1.0,1000.0,124.327124579001,0,0,9,3,749.146794027372,2.7154146617763164,hadronic,True,0.20812698,ttH_had_BDT1
68,ggH,1.0,1.0,1.0,1.0,1000.0,124.51420747991963,0,4,1,1,458.88743167889936,75.34021865078373,hadronic,True,0.6602984,ttH_had_BDT1
69,ggH,1.0,1.0,1.0,1.0,1000.0,123.94562443481185,0,3,7,2,449.34206794039443,156.5746636120597,hadronic,True,0.50120693,ttH_had_BDT1
70,ggH,1.0,1.0,1.0,1.0,1000.0,124.65739842509046,0,3,8,4,136.7407605089166,0.41277893466225013,hadronic,True,0.7809811,ttH_had_BDT1
71,ggH,1.0,1.0,1.0,1.0,1000.0,125.3663064382652,0,9,9,2,609.1334810618159,175.45284863678077,hadronic,True,0.81233644,ttH_had_BDT1
72,ggH,1.0,1.0,1.0,1.0,1000.0,125.56331026975364,0,8,5,4,168.52449821979278,117.6072650446367,hadronic,False,0.45481393,ttH_had_BDT1
73,ggH,1.0,1.0,1.0,1.0,1000.0,124.9989319313005,0,9,8,3,61.015694302734566,106.89165126249173,hadronic,True,0.59809035,ttH_had_BDT1
74,ggH,1.0,1.0,1.0,1.0,1000.0,123.5332728085772,0,7,9,1,174.9911090726717,110.10010598533613,hadronic,False,0.5421077,ttH_had_BDT1
75,ggH,1.0,1.0,1.0,1.0,1000.0,125.72589580413337,0,0,2,2,668.4738988936359,198.30277156173014,hadronic,False,0.14100857,unassigned
76,ggH,1.0,1.0,1.0,1.0,1000.0,123.06737951388327,0,3,0,2,470.214491567275,186.37996897658417,hadronic,False,0.7768061,ttH_had_BDT1
77,ggH,1.0,1.0,1.0,1.0,1000.0,126.27595819193074,0,9,8,4,556.7564256226851,78.3547601672744,hadronic,False,0.19712079,unassigned
78,ggH,1.0,1.0,1.0,1.0,1000.0,125.09644087243825,0,7,0,0,193.61111349377592,73.52617408277906,hadronic,False,0.7943116,ttH_had_BDT1
79,ggH,1.0,1.0,1.0,1.0,1000.0,125.26371061665772,0,0,1,3,352.5180266677338,68.30029742702663,hadronic,True,0.5388752,ttH_had_BDT1
80,ggH,1.0,1.0,1.0,1.0,1000.0,123.60455424294267,0,4,3,1,85.53035705380496,149.41825151249867,hadronic,True,0.60705525,ttH_had_BDT1
81,ggH,1.0,1.0,1.0,1.0,1000.0,124.49216529607412,0,8,5,3,503.24718617705486,90.63280570302285,hadronic,False,0.47953942,ttH_had_BDT1
82,ggH,1.0,1.0,1.0,1.0,1000.0,126.701501184499,0,2,3,4,591.0816830626007,59.85932396750562,hadronic,False,0.49730107,ttH_had_BDT1
83,ggH,1.0,1.0,1.0,1.0,1000.0,123.86212739266098,0,0,9,1,451.02166170088964,70.33096995300421,hadronic,False,0.68756944,ttH_had_BDT1
84,ggH,1.0,1.0,1.0,1.0,1000.0,124.22344705561264,0,2,8,0,818.7224617622677,47.955772569072884,hadronic,False,0.6447893,ttH_had_BDT1
85,ggH,1.0,1.0,1.0,1.0,1000.0,125.39657665698304,0,7,4,2,129.39152212294326,112.04452795553772,hadronic,True,0.40110072,ttH_had_BDT1
86,ggH,1.0,1.0,1.0,1.0,1000.0,122.75193461794908,0,0,1,0,848.3732100053913,182.76867745916684,hadronic,True,0.719769,ttH_had_BDT1
87,ggH,1.0,1.0,1.0,1.0,1000.0,126.18805320837775,0,0,0,3,310.38163007868934,54.61401346824566,hadronic,False,0.7110023,ttH_had_BDT1
88,ggH,1.0,1.0,1.0,1.0,1000.0,124.76131604148465,0,1,8,4,499.7480065777605,75.35545374912698,hadronic,False,0.5608406,ttH_had_BDT1
89,ggH,1.0,1.0,1.0,1.0,1000.0,125.11042333279167,0,8,9,3,66.10391402049254,67.61591626418702,hadronic,False,0.34028903,ttH_had_BDT1
90,ggH,1.0,1.0,1.0,1.0,1000.0,123.8481443890249,0,2,6,1,574.6591695036293,183.9608889771936,hadronic,False,0.34889835,ttH_had_BDT1
91,ggH,1.0,1.0,1.0,1.0,1000.0,125.39679958124346,0,0,7,1,21.37169761916635,154.1469745183533,hadronic,True,0.123293824,unassigned
92,ggH,1.0,1.0,1.0,1.0,1000.0,125.62080301343292,0,0,3,1,844.5746957097141,68.56724006037594,hadronic,False,0.60824865,ttH_had_BDT1
93,ggH,1.0,1.0,1.0,1.0,1000.0,125.8729530178296,0,9,6,4,779.8613448568152,176.65656905991426,hadronic,False,0.75181645,ttH_had_BDT1
94,ggH,1.0,1.0,1.0,1.0,1000.0,124.72470055736459,0,6,9,0,345.86179356706583,97.08227564356393,hadronic,True,0.74469393,ttH_had_BDT1
95,ggH,1.0,1.0,1.0,1.0,1000.0,124.49819833576286,0,7,1,4,734.1964328202358,116.84025824426077,hadronic,False,0.30974424,ttH_had_BDT1
96,ggH,1.0,1.0,1.0,1.0,1000.0,125.28718293393396,0,2,0,4,816.2699311474622,140.32945083901444,hadronic,False,0.5657561,ttH_had_BDT1
97,ggH,1.0,1.0,1.0,1.0,1000.0,124.23436668966599,0,1,8,0,580.023449392313,64.59391757028794,hadronic,True,0.38971922,ttH_had_BDT1
98,ggH,1.0,1.0,1.0,1.0,1000.0,126.81751708310888,0,2,5,4,137.55925003842086,174.89346662200015,hadronic,True,0.8359073,ttH_had_BDT1
99,ggH,1.0,1.0,1.0,1.0,1000.0,124.93610200175921,0,2,2,4,31.082723694030314,48.3564239456969,hadronic,False,0.4001957,ttH_had_BDT1
100,ggH,1.0,1.0,1.0,1.0,1000.0,124.63705984118717,0,9,4,3,591.0356636816664,52.43525944140934,hadronic,True,0.2835781,ttH_had_BDT1
101,ggH,1.0,1.0,1.0,1.0,1000.0,126.0213112038087,0,6,1,2,316.7568028812754,99.0993047348324,hadronic,False,0.4382951,ttH_had_BDT1
102,ggH,1.0,1.0,1.0,1.0,1000.0,128.03483914443223,0,6,5,3,782.9109241466658,83.73209039702559,hadronic,True,0.4045829,ttH_had_BDT1
103,ggH,1.0,1.0,1.0,1.0,1000.0,126.02843376637955,0,1,4,3,504.4010004117594,117.3142310757957,hadronic,True,0.3907486,ttH_had_BDT1
104,ggH,1.0,1.0,1.0,1.0,1000.0,127.12384464306457,0,9,7,3,95.56666617659415,82.23377768529619,hadronic,True,0.7070793,ttH_had_BDT1
105,ggH,1.0,1.0,1.0,1.0,1000.0,125.64961172260979,0,3,0,4,389.36988865123936,197.30197580225484,hadronic,False,0.712665,ttH_had_BDT1
106,ggH,1.0,1.0,1.0,1.0,1000.0,126.26926341677395,0,1,4,0,773.9206059094051,189.00139299848078,hadronic,True,0.5753241,ttH_had_BDT1
107,ggH,1.0,1.0,1.0,1.0,1000.0,127.06354877231237,0,6,0,3,754.0469171859083,138.8463983382354,hadronic,True,0.3226718,ttH_had_BDT1
108,ggH,1.0,1.0,1.0,1.0,1000.0,126.32382441507963,0,1,0,2,994.8590712100374,185.7941568584849,hadronic,True,0.28124127,ttH_had_BDT1
109,ggH,1.0,1.0,1.0,1.0,1000.0,124.36251167495776,0,4,1,0,815.7609464972004,129.88611910622387,hadronic,True,0.61616886,ttH_had_BDT1
110,ggH,1.0,1.0,1.0,1.0,1000.0,124.3066432257059,0,1,8,3,95.13697248421981,51.3986776254584,hadronic,True,0.34796774,ttH_had_BDT1
111,ggH,1.0,1.0,1.0,1.0,1000.0,126.74907299282074,0,5,2,3,914.2732798223813,34.33887446915209,hadronic,False,0.6756248,ttH_had_BDT1
112,ggH,1.0,1.0,1.0,1.0,1000.0,126.40534009091753,0,2,9,0,942.5460172092191,75.40099721522886,hadronic,True,0.1772458,unassigned
113,ggH,1.0,1.0,1.0,1.0,1000.0,126.29634631286567,0,5,2,4,731.2557138509144,95.38496732636614,hadronic,False,0.4092463,ttH_had_BDT1
114,ggH,1.0,1.0,1.0,1.0,1000.0,124.96909378208882,0,2,3,1,888.6019868373554,23.505348886107868,hadronic,True,0.725697,ttH_had_BDT1
115,ggH,1.0,1.0,1.0,1.0,1000.0,124.30035172578484,0,7,9,0,934.6291586705104,75.9065407368479,hadronic,True,0.870426,ttH_had_BDT1
116,ggH,1.0,1.0,1.0,1.0,1000.0,126.27508721595262,0,8,9,3,709.2312224290828,21.491949253259722,hadronic,False,0.31114626,ttH_had_BDT1
117,ggH,1.0,1.0,1.0,1.0,1000.0,125.58030938866543,0,7,1,0,645.2471167686901,95.0298954173481,hadronic,True,0.4120767,ttH_had_BDT1
118,ggH,1.0,1.0,1.0,1.0,1000.0,123.19396669497807,0,4,1,2,224.44472209034626,84.25949686217997,hadronic,False,0.32992616,ttH_had_BDT1
119,ggH,1.0,1.0,1.0,1.0,1000.0,124.81772714750167,0,6,5,3,451.8344576740899,121.55748375716773,hadronic,True,0.5133139,ttH_had_BDT1
120,ggH,1.0,1.0,1.0,1.0,1000.0,124.1854112928401,0,3,0,0,481.61672101249263,135.04725933428472,hadronic,False,0.38861158,ttH_had_BDT1
121,ggH,1.0,1.0,1.0,1.0,1000.0,123.42227862858027,0,7,8,1,969.2480290055172,96.8534637582779,hadronic,False,0.83053887,ttH_had_BDT1
122,ggH,1.0,1.0,1.0,1.0,1000.0,124.52581954007705,0,2,1,0,21.042177436263355,64.46986466658858,hadronic,False,0.15604346,unassigned
123,ggH,1.0,1.0,1.0,1.0,1000.0,125.31639210306415,0,2,8,1,998.2020792544112,121.23226839994676,hadronic,True,0.7643063,ttH_had_BDT1
124,ggH,1.0,1.0,1.0,1.0,1000.0,125.22344598979294,0,3,0,0,939.2974700171336,31.264026925924384,hadronic,True,0.20829275,ttH_had_BDT1
125,ggH,1.0,1.0,1.0,1.0,1000.0,125.66342067628962,0,8,0,3,436.05288186522625,4.2297064872235834,hadronic,True,0.25706393,ttH_had_BDT1
126,ggH,1.0,1.0,1.0,1.0,1000.0,124.62221702679037,0,3,9,4,445.67296108153545,153.54038879868514,hadronic,True,0.44708702,ttH_had_BDT1
127,ggH,1.0,1.0,1.0,1.0,1000.0,124.45913589442978,0,4,5,0,385.3029905321687,187.72107060357524,hadronic,True,0.5366905,ttH_had_BDT1
128,ggH,1.0,1.0,1.0,1.0,1000.0,124.18591010450781,0,8,5,1,536.5657405518522,28.813311780840188,hadronic,False,0.50346047,ttH_had_BDT1
129,ggH,1.0,1.0,1.0,1.0,1000.0,124.08498993086246,0,1,5,4,372.18638935645566,121.60125334367964,hadronic,True,0.20499274,ttH_had_BDT1
130,ggH,1.0,1.0,1.0,1.0,1000.0,123.16552282289466,0,4,1,0,875.6005202751876,81.52437493499154,hadronic,False,0.46977654,ttH_had_BDT1
131,ggH,1.0,1.0,1.0,1.0,1000.0,124.91054776630448,0,6,5,4,326.6459898304,139.7365653555633,hadronic,False,0.4868096,ttH_had_BDT1
132,ggH,1.0,1.0,1.0,1.0,1000.0,124.45112856400951,0,7,0,0,500.45250786365716,174.27800300592992,hadronic,True,0.22992319,ttH_had_BDT1
133,ggH,1.0,1.0,1.0,1.0,1000.0,124.36406377910461,0,1,9,1,761.0068672742007,27.923367064107786,hadronic,True,0.88325495,ttH_had_BDT1
134,ggH,1.0,1.0,1.0,1.0,1000.0,125.40311853279846,0,8,5,4,683.2852387899043,166.85888753479242,hadronic,True,0.831526,ttH_had_BDT1
135,ggH,1.0,1.0,1.0,1.0,1000.0,125.59426017306149,0,8,7,0,29.669036901074254,39.1665105054259,hadronic,True,0.42372516,ttH_had_BDT1
136,ggH,1.0,1.0,1.0,1.0,1000.0,125.61635425451446,0,0,0,1,500.7091926515205,88.64277207832973,hadronic,False,0.23709406,ttH_had_BDT1
137,ggH,1.0,1.0,1.0,1.0,1000.0,126.32037548156804,0,8,9,4,429.9267360190844,175.51830881955308,hadronic,False,0.7416392,ttH_had_BDT1
138,ggH,1.0,1.0,1.0,1.0,1000.0,124.88697471658067,0,2,0,2,799.9584862561278,62.660021243681484,hadronic,False,0.6261973,ttH_had_BDT1
139,ggH,1.0,1.0,1.0,1.0,1000.0,125.12446381150613,0,3,2,4,35.94951667808311,127.78236688170306,hadronic,False,0.16590172,unassigned
140,ggH,1.0,1.0,1.0,1.0,1000.0,125.40999211879901,0,8,2,3,177.92865398750345,14.047740323500069,hadronic,True,0.42392185,ttH_had_BDT1
141,ggH,1.0,1.0,1.0,1.0,1000.0,125.51787031673729,0,7,8,1,493.2234543111554,197.0189072819678,hadronic,False,0.48217702,ttH_had_BDT1
142,ggH,1.0,1.0,1.0,1.0,1000.0,124.95712132210987,0,0,9,2,798.4600298035774,155.34093929270313,hadronic,True,0.7234576,ttH_had_BDT1
143,ggH,1.0,1.0,1.0,1.0,1000.0,125.24856285264835,0,5,5,2,840.5998438708987,44.56226412612034,hadronic,True,0.36780977,ttH_had_BDT1
144,ggH,1.0,1.0,1.0,1.0,1000.0,124.61602722945227,0,4,7,2,135.86451515173226,46.22097183921652,hadronic,False,0.70761555,ttH_had_BDT1
145,ggH,1.0,1.0,1.0,1.0,1000.0,125.90333696773477,0,0,0,4,54.93874749678185,110.58662451177148,hadronic,False,0.2326237,ttH_had_BDT1
146,ggH,1.0,1.0,1.0,1.0,1000.0,124.14544360542523,0,0,1,2,427.7961375846898,107.65821765295782,hadronic,True,0.6825489,ttH_had_BDT1
147,ggH,1.0,1.0,1.0,1.0,1000.0,125.09531585241153,0,0,1,3,295.8674162362486,70.80420668910172,hadronic,True,0.38626087,ttH_had_BDT1
148,ggH,1.0,1.0,1.0,1.0,1000.0,125.63418785123281,0,1,6,0,755.3886174261659,26.709253609336603,hadronic,True,0.7262226,ttH_had_BDT1
149,ggH,1.0,1.0,1.0,1.0,1000.0,126.31511231692313,0,9,9,0,434.28872778079955,95.52165763037199,hadronic,True,0.4598986,ttH_had_BDT1
150,ggH,1.0,1.0,1.0,1.0,1000.0,124.4171939279426,0,1,0,0,615.2020961738284,192.4468018956379,hadronic,True,0.16837335,unassigned
151,ggH,1.0,1.0,1.0,1.0,1000.0,125.22280809641381,0,9,0,2,985.8345058842948,116.64892812086471,hadronic,True,0.22068673,ttH_had_BDT1
152,ggH,1.0,1.0,1.0,1.0,1000.0,123.97632944656714,0,8,3,0,132.93985385339369,12.189206841533329,hadronic,False,0.42057446,ttH_had_BDT1
153,ggH,1.0,1.0,1.0,1.0,1000.0,123.45509201602474,0,7,6,3,603.9294820978243,152.79136587779985,hadronic,True,0.4698961,ttH_had_BDT1
154,ggH,1.0,1.0,1.0,1.0,1000.0,124.51899570788733,0,2,3,0,952.2255531154825,112.36017207585884,hadronic,False,0.75359064,ttH_had_BDT1
155,ggH,1.0,1.0,1.0,1.0,1000.0,124.01348426038817,0,2,5,0,82.59777399077473,12.650128673807615,hadronic,False,0.7892517,ttH_had_BDT1
156,ggH,1.0,1.0,1.0,1.0,1000.0,124.66260002475659,0,6,5,4,532.8284991098872,20.09075429764813,hadronic,False,0.77723426,ttH_had_BDT1
157,ggH,1.0,1.0,1.0,1.0,1000.0,125.21433387250931,0,2,1,4,542.8851624404672,47.608161749848435,hadronic,True,0.33946583,ttH_had_BDT1
158,ggH,1.0,1.0,1.0,1.0,1000.0,123.41821985478376,0,8,5,4,190.98742119042655,181.73714606602553,hadronic,False,0.5215176,ttH_had_BDT1
159,ggH,1.0,1.0,1.0,1.0,1000.0,123.0860488554265,0,1,4,0,980.0502500643546,81.48743579836346,hadronic,True,0.8021092,ttH_had_BDT1
160,ggH,1.0,1.0,1.0,1.0,1000.0,124.61800057045242,0,4,9,4,16.92248416154596,29.468755333436558,hadronic,False,0.14691818,unassigned
161,ggH,1.0,1.0,1.0,1.0,1000.0,123.18968475693258,0,7,1,2,630.8267611820958,55.534630970776774,hadronic,True,0.6730259,ttH_had_BDT1
162,ggH,1.0,1.0,1.0,1.0,1000.0,125.52868756448606,0,8,1,0,28.702757505456034,160.46749449229637,hadronic,False,0.72545105,ttH_had_BDT1
163,ggH,1.0,1.0,1.0,1.0,1000.0,126.72080917167418,0,5,9,4,668.9482827124536,112.59419252901888,hadronic,False,0.67945945,ttH_had_BDT1
164,ggH,1.0,1.0,1.0,1.0,1000.0,124.54282762149869,0,7,1,2,249.51211107231052,6.396774391237314,hadronic,False,0.44553396,ttH_had_BDT1
165,ggH,1.0,1.0,1.0,1.0,1000.0,123.84197784810851,0,9,5,0,162.82710475730855,101.82778535689401,hadronic,True,0.317521,ttH_had_BDT1
166,ggH,1.0,1.0,1.0,1.0,1000.0,124.54633101148063,0,7,8,2,335.44038900984106,49.01909368032511,hadronic,False,0.81010866,ttH_had_BDT1
167,ggH,1.0,1.0,1.0,1.0,1000.0,123.26954583052188,0,8,2,2,380.8302118872102,67.13702209236179,hadronic,True,0.16377056,unassigned
