event_id,process,diphoton_pt,m_gammagamma,n_leptons,n_jets,n_bjets,jet_pt_sum,jet_eta_max,bjet_pt_max,bjet_eta_max,weight,channel,partition,is_signal,bdt_score,category
622821,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
548128,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
718167,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
522143,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
758433,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
999664,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
439396,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
894669,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
167940,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
430667,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
459006,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
537074,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
461121,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
550575,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
252237,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
864231,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
788296,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
56456,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
428819,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
220793,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
926888,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
822417,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
343315,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
304256,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
687911,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
65256,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
692387,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
132661,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
328452,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
235389,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
468098,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
324310,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
192233,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
956858,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
265280,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
799721,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
545632,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
615094,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
301536,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
920830,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
716012,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
956622,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
359470,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
340603,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
357433,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
982450,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
673685,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
222219,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
307104,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
2242,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
794265,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
903724,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
432500,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
816284,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
545449,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
724071,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
260988,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
854455,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
139441,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
295157,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
611273,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
732046,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
561276,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
745698,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
354227,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
294763,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
809466,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
363849,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
78705,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
201908,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
405639,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
312344,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
130829,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
741315,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
126925,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
625277,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
697261,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
921571,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
701305,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
89866,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
378524,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
527222,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
225199,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
500983,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
925288,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
128319,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
992425,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
844556,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
189629,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
525690,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
8103,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
713571,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
700826,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
444132,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
180297,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
783652,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
166202,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
263610,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
292704,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
722854,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
741252,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
695861,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
260349,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
292902,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
877255,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
611063,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
280979,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
427745,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
149173,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
320421,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
363387,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
146187,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
222949,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
789030,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
504904,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
33717,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
862627,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
330584,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
408674,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,validation,False,0.50562265163496,unassigned
649210,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
616793,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
658835,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
985105,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
741276,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,test,False,0.50562265163496,unassigned
496584,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
622948,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
188775,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
293439,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
981556,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
526102,ggH,124.83570765056163,123.94966038564371,1,3,3,146.83166389813528,3.329770563201687,30.70819111482666,0.7606056073988443,1.0,leptonic_bookkeeping,train,False,0.50562265163496,unassigned
