n_jets,n_btags,ht,met,n_central_jets
7,0,934.6291586705104,75.9065407368479,9
8,3,709.2312224290828,21.491949253259722,9
7,0,645.2471167686901,95.0298954173481,1
4,2,224.44472209034626,84.25949686217997,1
6,3,451.8344576740899,121.55748375716773,5
3,0,481.61672101249263,135.04725933428472,0
7,1,969.2480290055172,96.8534637582779,8
2,0,21.042177436263355,64.46986466658858,1
2,1,998.2020792544112,121.23226839994676,8
3,0,939.2974700171336,31.264026925924384,0
8,3,436.05288186522625,4.2297064872235834,0
3,4,445.67296108153545,153.54038879868514,9
4,0,385.3029905321687,187.72107060357524,5
8,1,536.5657405518522,28.813311780840188,5
1,4,372.18638935645566,121.60125334367964,5
4,0,875.6005202751876,81.52437493499154,1
6,4,326.6459898304,139.7365653555633,5
7,0,500.45250786365716,174.27800300592992,0
1,1,761.0068672742007,27.923367064107786,9
8,4,683.2852387899043,166.85888753479242,5
8,0,29.669036901074254,39.1665105054259,7
0,1,500.7091926515205,88.64277207832973,0
8,4,429.9267360190844,175.51830881955308,9
2,2,799.9584862561278,62.660021243681484,0
3,4,35.94951667808311,127.78236688170306,2
8,3,177.92865398750345,14.047740323500069,2
7,1,493.2234543111554,197.0189072819678,8
0,2,798.4600298035774,155.34093929270313,9
5,2,840.5998438708987,44.56226412612034,5
4,2,135.86451515173226,46.22097183921652,7
0,4,54.93874749678185,110.58662451177148,0
0,2,427.7961375846898,107.65821765295782,1
0,3,295.8674162362486,70.80420668910172,1
1,0,755.3886174261659,26.709253609336603,6
9,0,434.28872778079955,95.52165763037199,9
1,0,615.2020961738284,192.4468018956379,0
9,2,985.8345058842948,116.64892812086471,0
8,0,132.93985385339369,12.189206841533329,3
7,3,603.9294820978243,152.79136587779985,6
2,0,952.2255531154825,112.36017207585884,3
2,0,82.59777399077473,12.650128673807615,5
6,4,532.8284991098872,20.09075429764813,5
2,4,542.8851624404672,47.608161749848435,1
8,4,190.98742119042655,181.73714606602553,5
1,0,980.0502500643546,81.48743579836346,4
4,4,16.92248416154596,29.468755333436558,9
7,2,630.8267611820958,55.534630970776774,1
8,0,28.702757505456034,160.46749449229637,1
5,4,668.9482827124536,112.59419252901888,9
7,2,249.51211107231052,6.396774391237314,1
9,0,162.82710475730855,101.82778535689401,5
7,2,335.44038900984106,49.01909368032511,8
8,2,380.8302118872102,67.13702209236179,2
3,3,430.78325792584025,134.78262907403456,2
7,3,771.1820654385045,181.6661901209015,9
1,1,276.8591602313054,126.90998129403013,4
2,4,453.7731813167874,84.08230185705008,7
2,0,151.53632368892366,76.49630104219447,7
1,0,326.32792296000133,187.51970479436912,4
4,4,566.61240412469,88.07881972511957,7
3,0,994.3345788801786,124.66310281342376,1
6,0,918.6041694156625,90.00972082215553,3
8,4,209.46340707494937,7.2085892023073805,9
4,2,6.845680470872528,61.3487302923724,5
1,3,778.2984082797561,142.9444172900363,6
3,2,161.13795743366975,4.303203115199472,7
5,2,866.9884674895276,188.76925329028563,3
2,0,690.7005474156014,110.57943645156702,9
2,2,165.99097495228276,195.83421112965578,7
2,0,242.20084208117288,100.78749905368616,8
6,1,317.18348581699973,151.28519602169598,9
5,1,290.32421555581334,153.15939987807218,9
6,4,538.0707064430587,62.656070963176155,9
3,3,217.73937231838246,170.8341035737604,5
7,4,943.1712051333361,199.74928689341124,0
4,4,108.06932728268626,26.79303972073932,8
8,2,806.8727271951316,87.82028744243948,2
4,1,937.6142892045151,57.03470000780073,7
7,1,880.422999895088,95.69041469223241,8
3,0,418.21791150363987,59.05961922681273,2
9,2,886.3696312527404,33.05413222775728,2
6,0,821.2114254497108,74.10777831781823,8
6,2,32.68565990791195,142.45453023850382,8
7,3,404.5190149675856,68.78001444444088,1
9,2,451.61102054326494,93.78011186519979,7
4,1,372.5141006805687,4.890650796010543,9
7,1,887.1553551320028,171.1074016428818,5
5,3,921.6215585084481,188.12267888281434,5
7,2,83.84889242220628,128.4872542438663,4
3,1,859.9572805604005,47.23146729853387,0
4,0,465.67259985752185,89.18576021919044,0
5,0,615.0068471187292,76.88906079812456,7
0,0,242.60774502053485,9.917799893034317,3
4,1,831.1834185181784,160.0669961303773,4
7,4,817.1214604089433,95.3194987776016,2
5,4,942.6685013341303,173.70062739798084,4
4,2,121.12738990848437,22.03041824689851,9
6,4,168.34867258250452,153.70189561663102,1
3,2,895.4592053971857,174.44170594292046,1
9,4,360.0783983874145,173.33419402308445,1
9,2,925.9624389384624,95.04084307738465,3
8,3,189.40048052275606,184.78456277991035,2
3,0,521.5273593602682,48.73272299362801,7
9,3,46.88575551503138,176.87135798659887,3
4,2,166.01765813965253,136.12993662628625,3
2,3,844.8954659117871,27.38028424216288,1
3,4,914.5472371165321,42.526723445111415,1
6,1,765.5035199904108,174.39560290579524,0
1,1,817.9931032328393,177.17924496249665,5
1,4,455.3651093012243,58.756669438588304,9
7,3,432.17952104613045,120.0713034572108,3
9,4,846.6409768981744,142.92352662064107,2
4,0,329.5377762214417,164.4409396345969,4
2,2,210.91465895794482,112.97965998844725,3
4,2,190.0642540083164,27.45092674863354,6
2,1,550.6034781527786,188.18805518059136,5
4,3,328.4380148326008,21.0040666566071,1
9,1,61.51861376141987,192.59069173463223,1
7,2,296.40504064841235,183.2623202800762,3
2,4,95.73951470313935,178.19177385612954,9
3,2,385.8584796539307,27.317466579502714,6
5,3,148.3222454093368,184.49756969149277,2
3,0,626.4916060838905,168.3209293552256,3
5,2,971.7400446842624,79.74901694194361,3
8,0,998.5866090943149,178.92621340223934,1
4,2,663.9243263904614,138.22593170297608,7
7,3,623.371234873604,75.18543014560606,2
7,2,562.9571870946323,123.32368751111349,0
9,3,499.13386050069516,124.68290460767462,1
6,4,768.2135886910457,180.54035066047794,6
2,3,877.0693823989266,52.64064713241052,5
7,1,345.5487082717704,107.97828012455044,9
7,0,968.0748928465399,71.87415806046873,9
8,4,137.83067653395221,145.71085269420118,5
3,3,644.7577127608976,41.12394394258867,3
4,4,268.19758571875286,29.523137046438098,5
4,3,875.2687825671284,177.0567161191828,5
6,4,790.856716530823,184.34118855837696,1
6,1,648.9179159270136,160.6078340664808,9
4,0,354.24184006066315,5.8759090628932364,4
5,1,621.462101550062,41.92114259495834,6
3,3,896.177784579384,16.70473445588092,8
7,1,866.6042522812769,46.97986286695537,2
3,3,743.5048120569389,128.89102464634377,6
8,1,683.7668387969878,199.60882579203482,5
0,3,566.6071114039056,134.1891807285785,9
2,1,902.6493823222296,188.22958887957043,8
7,1,170.66904299018648,176.78063997877837,2
9,0,844.4612720059857,169.71398634708152,6
1,1,543.0753857874062,40.24714184431779,0
6,1,664.1544780705251,55.371711547703995,1
0,3,432.59041272393983,147.89906751270726,7
1,3,415.69089441299644,31.73430679556837,4
6,2,515.0295841994813,60.623482026673315,1
8,2,772.8509415056958,53.683408111951266,4
7,2,79.45739032604038,191.922887311033,2
9,4,87.58177962434533,16.260249296979246,3
4,3,413.6884280660632,155.75821471337463,0
3,0,791.5002054313215,59.920142514347944,6
4,1,834.6183395885149,167.10305409754633,4
5,0,85.29180725663454,156.40248461438557,1
6,0,641.8573248651633,115.43121618510746,7
3,2,695.3166107482223,145.25928098608557,2
9,0,641.6930624045764,94.78507497118653,5
1,3,474.3440618063086,95.04250921726674,7
5,1,236.12981834738324,52.88754925373447,9
0,3,384.18601608420744,10.707526167159976,9
7,1,604.15270226053,120.19044039845652,5
7,0,43.93392358017656,179.89671781112432,9
2,4,829.0323133388756,81.09632293464813,2
5,4,295.73979053600965,23.38853743916607,2
1,1,788.5215028966351,157.343922877311,2
5,0,321.1178841847424,138.5669439493048,9
8,0,689.1253465505498,108.90008942174995,7
9,0,724.5154153977936,113.74726426553374,7
9,3,333.75952927846345,72.21203286062857,5
8,0,148.76336398043787,150.41673621726898,7
4,2,958.3309356212658,122.14222231231302,7
2,3,972.1714489183815,13.084842196642299,8
7,3,864.5808586796444,91.95765216906584,5
1,4,779.2828728407998,171.00449402058803,5
2,4,921.2133724620991,18.06853807771209,0
2,1,421.7061519717761,78.29430157173682,0
5,2,797.6501739278889,7.752374554407271,0
0,0,398.54343281975025,87.69143955390568,6
8,3,467.9292650507383,195.05154738682788,0
6,2,83.78285976629229,72.02812438093117,4
1,3,733.5526216374527,184.28256012615634,5
9,2,702.7707603191911,160.1360348017417,0
1,3,487.39902786218545,41.90765837188701,5
2,0,257.9695921978723,164.47692245967107,6
3,1,214.0088808459496,129.9860840222059,6
7,2,672.0631138997074,6.8739995915085395,0
7,3,600.6299613077495,102.05298619043094,5
4,4,673.9785985178245,76.0107878186297,4
9,1,709.4381837234092,92.12071221830196,3
3,2,817.9256332741824,16.514816362088247,5
1,2,658.2964678524098,152.78860487960364,2
7,4,883.1191651553248,48.14513933976423,7
0,1,227.13641088730918,37.20527982872039,0
3,3,220.01312181839018,37.383626410209445,8
5,4,737.1613017569861,32.06222318931502,1
5,1,257.48003482096084,117.05922351696816,7
8,4,175.4986334777502,59.031384651011805,0
7,1,703.8897891067521,190.29446648856518,7
2,3,696.948714733663,96.25815788179501,1
5,3,955.009018494856,68.11121440431084,3
3,0,804.4717193973429,175.35275484821153,4
3,3,52.18042109018051,139.21351071883657,7
9,2,215.73391224625948,108.22504533437044,9
4,4,348.0740118828819,110.37614342780348,7
0,2,560.9312398636248,90.79319079107246,3
9,4,788.1165662244142,52.96058060176918,7
0,2,438.86687166158544,105.53069684814251,5
2,3,408.05997525652526,71.14097347236927,0
9,4,686.8157126432717,58.698257457949786,2
3,3,4.536002400128525,157.9992982142187,4
7,2,443.6004717164925,192.6787705650782,7
0,3,387.8450751848829,174.4092015858214,8
2,3,249.9007580721375,74.44326290844327,4
9,1,681.1027305976438,188.2658254337372,8
0,2,378.8498676196265,99.7395753380314,0
1,3,634.7294003720868,142.64559203110056,5
1,3,591.6916496623394,158.40657583211777,3
6,1,653.1509011858612,75.31437080181567,5
4,1,303.3622045610512,192.21685372034273,1
4,0,27.657644071033992,104.13942028078893,2
4,4,480.18595317132406,146.08562116936073,8
1,2,244.87595237266012,50.61583473986004,2
1,1,574.4508712171078,42.73015494574403,7
9,4,479.0377207824127,7.774615040614141,3
9,0,725.4997008881147,106.5536373495814,6
7,0,690.3034182751753,163.8128778787517,5
4,2,455.99071912428377,91.19426453039341,9
1,2,321.8316223269776,89.1082331262539,5
9,4,838.6267154812899,189.0387467286982,0
3,1,84.12707213786219,14.738358580449052,3
1,4,31.242147535886055,108.85091013119965,2
2,1,455.74731293281013,56.4887114898607,8
1,4,875.7094450552252,178.94271372518008,5
0,3,17.284739702081442,28.290764994664563,6
2,0,728.7505229510942,95.35362065285442,4
3,1,529.2730370226946,104.07190766854096,9
0,0,872.1657040124315,60.08608614657269,1
1,0,319.6895133664436,103.29292928513382,1
5,0,837.9160782038248,22.53786079702551,0
7,4,811.7780329732253,126.67757613800062,0
7,2,809.8082265672148,110.48036481826648,6
1,1,635.7241899118302,183.32056420416737,9
3,4,28.601847194761888,86.77858677959944,6
1,2,755.0524634086603,76.87954742932655,8
7,1,820.6889950192196,49.441310584412705,7
8,3,292.8656366394471,191.34967214138155,9
0,4,967.8636914975604,127.64446941900145,7
7,1,264.17246779383805,33.563482528370116,6
0,2,803.706367390421,132.58298015826895,9
4,2,128.18175718310243,106.13482785040256,7
5,2,933.1833720501977,167.23966502413847,1
5,4,209.58902550996595,150.7536146003905,7
2,0,689.735419994084,74.739802025666,2
9,4,109.76848467457157,183.03690604489722,2
8,3,442.883879835818,103.46616466043331,1
4,4,782.6990921724298,14.641967737751859,6
6,1,758.8214719411272,56.63399605030992,3
1,3,222.53952127968657,5.396366638541417,6
1,4,73.5199326857523,43.92013034815745,3
0,1,355.4881197848474,107.411423574639,2
8,0,844.994710901393,30.682977685035606,8
5,1,491.3357567980068,81.46514547687448,8
9,4,134.07768330754965,78.4558365727944,8
7,0,185.335176299975,103.69184757284451,5
1,0,691.104463662216,33.974232997328954,5
2,2,130.32639828394298,46.51414210209366,7
5,2,958.053207832166,37.51659316619609,0
3,1,428.43652955385693,114.11765864811736,7
1,0,805.2483652287302,75.68402924175246,4
4,3,608.5178444069531,1.5060113366839545,1
9,1,328.2952761093476,54.520360668084614,7
1,2,342.9734535228851,27.534522498572468,0
1,1,176.37047199933718,181.89744827940908,2
4,3,409.57547761152836,158.09429367446313,7
8,4,571.5628057986886,55.25391645023656,4
9,1,257.57046946263915,40.22288233348059,2
3,3,593.3157068223791,24.140289036168138,4
7,4,876.1468643799932,77.53552528879462,3
4,4,641.7050466118782,191.07919468718032,8
8,1,897.5536415957457,30.726235450190508,0
8,3,244.59938000496817,192.91478323407156,4
6,2,564.269876072058,62.66639007110142,0
9,1,337.38113766075406,142.04109301497246,4
1,0,93.69935009033958,63.56174191167507,6
2,3,735.1799128272442,177.65516294506455,1
5,2,286.43590501020424,114.66913974724726,6
5,4,108.11575978360088,162.2723943149074,0
0,2,381.341501437395,132.53022433350947,2
8,0,738.3086071264559,181.39344299094867,0
6,1,686.7696513459211,179.41048445468576,3
8,4,642.3917105876004,58.8569121605786,4
3,2,360.4489595397018,53.75179395061964,2
3,4,589.0910772926845,56.84887078818532,5
8,2,183.45669400327523,197.53300020599943,9
5,1,677.5801171022298,115.12780913853811,9
8,0,494.99344742902986,33.96045990724787,2
3,1,716.539985580052,166.49375453523535,0
6,1,771.0629991047292,187.80161055401797,0
2,0,786.1092348224189,40.68398114224052,2
4,3,417.55427431128436,74.29655255322767,7
6,1,52.433833948866805,189.6725683778151,3
2,3,567.0055502062216,160.77421498007362,2
9,2,514.8060917666435,166.8537070923727,8
4,4,756.2847221218461,146.992627450208,5
4,4,171.0900097207645,0.5840813273777723,6
2,4,434.5907051744461,24.146039798290285,1
3,3,807.5181194361668,153.99690653450043,6
8,3,718.5463508168907,182.23606997064533,3
3,2,890.2909233999239,198.91892184069363,9
8,2,80.73192798908391,65.77462611441871,6
5,4,534.0004913716048,150.32189812214023,0
3,0,875.3178261217072,161.07144058330852,2
2,3,762.8571088227413,40.70396410436159,1
4,4,103.6542600518181,168.08661616249088,6
6,4,308.052369336874,89.8528543507956,4
0,3,385.6883914062974,13.231146178915743,6
2,4,875.8415805227877,18.2129820340452,9
2,3,216.82060181226092,180.46651070111608,7
7,2,688.3419172026513,38.64961923477692,7
6,4,686.314016563405,47.86179249594604,3
3,3,585.2046113161427,13.65265364652679,3
0,1,890.8339121281035,196.4163013599419,7
9,0,934.0573183817077,134.77144870579534,1
3,3,428.8905693164794,66.74329543407906,0
3,2,61.474346509723276,35.39985204791254,7
1,3,66.12387738770498,182.0864624365221,3
2,1,897.2675408200581,165.13949129674245,2
6,3,423.1187222160272,128.2518534276039,9
5,4,312.899125472929,21.88251051952914,6
2,4,754.1581938319745,185.43592216080924,4
1,3,103.74870987937224,172.38957707575076,5
4,2,850.7852984318471,176.20792622278375,8
3,3,330.2049448113946,60.223643574826994,2
8,4,167.0588685683416,34.82213850308635,9
9,1,321.4284250643925,31.485837935579198,7
6,1,77.53182878168963,192.16610277875878,8
2,4,643.3198159208061,73.06087463783506,6
4,3,882.2910787072808,6.532456637105266,1
3,3,447.039896496106,12.164419965151186,6
6,0,207.8336972935003,10.178316466626502,0
9,4,897.0679173063522,13.64037372937923,4
5,0,652.8991068957978,17.512142195334125,2
0,3,376.55077481706024,66.48692221913078,2
9,3,661.8665708339256,132.19343739931224,2
5,4,23.091772616981586,139.08105405545976,7
9,1,127.95103752870097,104.07164898436119,2
9,1,827.3675933260981,105.96564458641828,6
1,0,249.13926217991744,45.754921625756936,9
9,2,971.8736955865232,102.40038755209933,3
2,1,443.2788577788089,122.19284484599535,3
4,3,94.67240144909562,194.83925095435214,0
6,2,141.40664374617506,195.12912815602374,9
7,1,593.530441870453,45.69756684134325,1
6,1,633.3047170132555,130.54253749327273,5
0,4,518.2495970834113,172.540969339668,1
3,1,153.26600037429606,69.75953305673764,4
2,3,337.4513671789164,5.039061080153195,9
1,1,446.8743591043971,47.99019579542825,8
7,0,47.01637157127636,148.56258109576115,8
2,2,842.2199038803614,163.27745023445343,7
1,2,354.552523354259,33.200659679057274,2
3,1,232.63777687385445,67.37244759047168,4
3,4,307.0287327446823,73.83217580458195,2
1,0,593.0701930379261,157.4480466610955,6
9,1,757.8462778860661,101.63169116766588,0
8,0,812.3640408125732,128.59319505375484,3
3,0,28.678119635280442,168.40954384625428,7
7,3,438.140387127663,176.5682637026504,3
5,1,583.5297581621412,34.62460150853184,0
3,3,104.73353333418788,190.07733456400692,5
9,2,666.6509977160881,84.11864258313871,4
3,2,926.6729433062753,65.66571130454133,2
4,2,67.96796543244821,158.83915227368425,1
0,3,255.68662047112457,60.01258076005121,8
9,3,330.12754073731656,109.80523674341627,7
8,2,959.2328484142372,55.14303661248326,5
7,0,419.83585619279387,114.91944769696711,9
6,1,645.0267436915232,20.416873107051558,6
3,2,236.18197001875285,154.6670588772854,7
8,0,623.9794448534758,184.78158591885528,8
5,4,735.0531250614415,14.064341421200632,0
4,0,274.4699893426017,4.552050480180814,4
0,0,339.2428783684258,82.63590354252544,5
7,3,291.53453599637356,169.83965828084794,0
6,3,874.4334654981044,115.1254065349631,1
2,0,514.2659821900635,173.886629093262,4
9,0,164.1221873428379,65.75563110811133,5
2,4,695.5791618560753,153.93991198466225,7
7,4,130.51998277689802,73.60138797752627,9
1,0,229.1658436695453,62.74517205769352,8
1,1,782.7890356515749,81.85653560010809,7
1,2,674.6418811248951,9.026934081876181,9
9,2,769.6989365305847,147.2885220607221,4
6,2,658.2567722301075,115.87060661498545,1
4,4,929.621895090507,122.36240897460218,6
0,0,906.0596121429503,63.23827771990431,3
6,1,217.0465060739224,69.75971717262112,6
4,4,306.6542107631644,123.3226555040019,0
4,3,679.2155561844904,107.94781278978682,4
3,3,285.13135084795726,162.32304531767585,2
2,1,989.989384701546,70.43109948665077,0
3,1,14.338401256485,12.976231901500967,4
5,1,994.5070384745623,180.24557038871095,6
9,2,760.7668041313417,91.96610596714902,2
8,4,717.1535613881705,181.61283507899574,1
3,0,740.9020990123231,168.56184665427713,0
7,2,988.0000044825538,89.91137588819991,2
7,0,612.1793678320968,191.3148065044812,6
8,3,640.9384724007299,3.71623665318086,5
8,3,951.816882870633,64.32445114421496,3
7,0,73.72865875381007,18.042379908505456,7
7,4,339.52778131098916,177.23189755656367,5
2,0,430.4347786540594,106.89919686051317,1
9,3,110.31776658537807,59.41893843534467,6
3,1,857.8893504684468,81.24182537931142,9
4,0,619.7318685354757,16.314193659879827,1
8,1,811.2259142296695,64.04090394829949,2
4,3,352.0678355147057,121.95141760043423,7
2,3,777.572401326385,102.22700973439356,1
5,4,401.9137673472034,103.11411391110764,8
9,0,194.81956481083728,24.26973024925725,3
6,3,911.8263904407274,88.02774748011961,6
5,1,32.974384689272384,123.60344456577562,6
8,2,168.12940317729786,177.5114844475129,9
0,1,309.81165301018586,95.04092330289518,5
0,4,640.7811039999024,82.92172101150331,0
7,2,246.79063781660992,114.97459156609362,2
3,4,453.46139475407233,53.95716478040173,6
1,1,499.71436436929093,7.270539780954022,7
7,0,64.85532498259006,53.63809847397336,2
1,2,94.35926141841067,149.26148771229404,5
7,4,788.4213210325006,193.36547836299064,4
9,4,205.56027945228473,122.11903093850489,7
2,1,730.1720685679581,48.361835737928516,8
1,1,880.4245537665472,106.46612511481317,4
7,4,545.1719552382053,100.1729886598391,0
1,2,404.86149581310315,172.14715994184567,5
2,0,149.47530229070514,172.8161811898106,3
2,2,67.01741982572184,37.117024266028494,7
0,1,44.48659785342646,152.91516680502212,0
4,4,917.6560624721167,80.62191060303631,2
7,4,966.8413684648614,90.36715027318425,0
5,1,98.64400332981027,195.99661792468683,5
9,0,551.5277709743979,192.10978743617994,8
8,3,304.7718707448925,17.090117953488004,0
1,3,781.8103864615505,40.5466461272159,0
4,0,44.93074175507861,40.89788294820895,4
0,4,549.9640418309995,166.55258701681697,1
0,0,847.3081203420221,189.77992427612608,5
0,4,956.3647087151064,77.61003068953849,3
1,2,271.81559130120115,43.7393331701343,7
2,1,535.0119890167044,82.5943889048324,7
6,3,849.2116014924723,51.71567984385093,7
0,4,833.6469823671775,18.49880698488913,0
8,4,14.508000364396922,67.97017502569499,5
1,0,748.7364429775358,125.20692553305244,8
0,1,794.0768003052033,160.48370245090175,6
0,4,547.2581656831435,38.90295447724237,5
5,3,36.299142548420264,77.3512689264524,8
2,0,389.8473631301883,111.21526909296225,7
5,1,612.2474058644748,6.951067072853112,7
8,2,621.4370762479432,86.40446991013431,5
1,1,349.7126921078618,194.71431255608582,5
6,4,80.19470345659596,114.7142529288113,4
6,2,959.5239960129571,134.85669314782646,3
1,3,75.32775747685471,127.77389810062199,0
1,2,926.3656929558109,77.94417448504869,4
7,2,726.7395822994158,133.89078028185207,7
1,0,94.78005210182062,159.6256511512919,9
4,1,837.6956150145533,131.35520499972196,0
6,3,295.0647636143455,8.995528094738336,9
8,4,810.5665422903783,190.046065440266,9
4,0,940.1744679664205,68.32783219263274,4
4,4,351.1033943742059,143.8846759603566,9
3,3,498.36812332411097,77.8376660262692,4
6,3,322.17415662981466,150.8199921473537,3
9,4,146.80599886333724,142.31586268228995,5
7,4,420.82775638307737,77.63375909903114,5
2,0,341.74547944751157,98.11883853091913,3
9,0,590.4654447114503,81.51201133508323,3
0,1,727.6393388065301,135.47474510070427,9
3,1,592.3001865912679,91.22937270622403,0
5,0,885.7209609332026,47.87948445563266,5
0,4,942.2791611605323,28.787757780483393,0
4,4,23.71236360681328,185.04446350914995,1
2,4,358.5612634627966,105.05984310735934,5
3,3,491.848089137556,73.01078000688166,7
7,4,877.2059807737539,190.64630446205553,4
5,1,875.0681192805084,71.33277010101776,6
8,1,259.829664607241,87.59984963498812,3
4,0,128.2928576267337,115.19390248141006,4
0,0,36.37872102050843,187.18004620074248,8
0,1,2.0384024155760683,21.481447794201934,5
0,3,872.1301395857062,36.85001142161004,5
6,4,574.9091747600197,92.59504652053472,8
4,0,313.3665756275379,113.43343659417388,8
1,0,360.39169877562694,196.8362457575715,3
0,0,121.86473928444263,50.391496464288466,7
2,2,998.8514574404996,58.49740093566682,6
8,4,304.6958258741898,78.40210633851858,9
8,3,594.5170692930685,143.289284509356,1
5,1,769.8628681987996,70.1503375468479,7
0,0,436.81037018558624,34.17641909114009,6
1,2,20.709529889892053,128.8259949450154,2
7,3,442.4079736676346,109.56718652180142,8
1,0,166.79942286950268,4.983983156250593,0
1,1,673.0271662460397,166.03685918200378,0
8,2,372.7361943613512,124.98090260148524,6
1,0,621.7985935356185,150.85503789336053,2
8,3,826.8624963953089,14.19350105749495,9
7,4,554.8804612570189,71.29944451491906,3
1,3,315.9459166166596,74.67653553432017,5
0,3,814.8209713780968,89.42227324488132,2
0,0,476.15064912529425,18.21912398445953,2
